presupuesto,genero,estreno,recaudacion,duracion,titulo,puntuacion,votos,director,
17000000,Action Drama History,1963,10000000,154.0,55 Days at Peking,6.3,36,Nicholas Ray,
17000000,Horror,2013,97542952,91.0,Evil Dead,6.4,1723,Fede Alvarez,
17000000,Comedy Romance,2009,20455276,95.0,My Life in Ruins,5.6,101,Donald Petrie,
17000000,Comedy Drama Family,2006,7314027,107.0,American Dreamz,4.9,95,Paul Weitz,
17000000,Action Adventure Science Fiction,1987,19300000,90.0,Superman IV: The Quest for Peace,4.1,318,Sidney J. Furie,
0,Drama,2008,0,94.0,How She Move,3.0,6,Ian Iqbal Rashid,
17000000,Action Crime Drama Thriller,2006,9500000,122.0,Running Scared,7.0,331,Wayne Kramer,
0,Drama,2004,0,120.0,Bobby Jones: Stroke of Genius,5.5,19,Rowdy Herrington,
17000000,Adventure,1986,0,97.0,Shanghai Surprise,2.9,15,Jim Goddard,
40000000,Fantasy Drama Thriller Romance,2006,86915017,110.0,The Illusionist,7.1,1615,Neil Burger,
17000000,Adventure Thriller,1981,2000000,102.0,Roar,5.6,19,Noel Marshall,
17000000,Drama Crime Thriller,2003,1569918,98.0,Veronica Guerin,6.8,59,Joel Schumacher,
17000000,Thriller Romance,2014,3758328,120.0,Escobar: Paradise Lost,6.1,271,Andrea Di Stefano,
17000000,Action Adventure Comedy Drama Science Fiction,2006,374743,144.0,Southland Tales,5.2,153,Richard Kelly,
15000000,Animation Family,2008,0,80.0,Dragon Hunters,6.5,129,Guillaume Ivernel,
17000000,Action Adventure Science Fiction,1977,8720000,91.0,Damnation Alley,5.0,27,Jack Smight,
17000000,Horror Thriller,2012,9627492,82.0,The Apparition,4.5,140,Todd Lincoln,
16500000,Comedy Drama Family,1991,0,102.0,My Girl,7.0,428,Howard Zieff,
16800000,Drama Mystery Romance,2006,2281089,122.0,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,Steven Shainberg,
15000000,Crime Drama,1987,43848069,126.0,Wall Street,7.0,546,Oliver Stone,
16500000,Drama Romance,1995,135000000,136.0,Sense and Sensibility,7.2,352,Ang Lee,
16500000,Drama Romance,2007,37311672,120.0,Becoming Jane,6.9,317,Julian Jarrold,
16500000,Comedy,2007,13620075,108.0,Sydney White,6.0,236,Joe Nussbaum,
16500000,Drama,2003,16942795,126.0,House of Sand and Fog,7.0,199,Vadim Perelman,
16400000,Drama,1989,235860116,129.0,Dead Poets Society,8.1,2705,Peter Weir,
16000000,Comedy,1994,247275374,107.0,Dumb and Dumber,6.5,1859,Bobby Farrelly,
16000000,Comedy Romance Drama,1989,92823546,96.0,When Harry Met Sally...,7.3,950,Rob Reiner,
16000000,Drama,1982,53977250,129.0,The Verdict,7.4,131,Sidney Lumet,
16000000,Comedy Adventure,2000,119754278,93.0,Road Trip,5.9,542,Todd Phillips,
0,Comedy Drama Romance,1999,0,106.0,Varsity Blues,6.0,122,Brian Robbins,
15000000,Drama Comedy Romance,2011,133432856,100.0,The Artist,7.3,1049,Michel Hazanavicius,
16000000,Horror Thriller Mystery,2009,76514050,87.0,The Unborn,4.8,365,David S. Goyer,
16000000,Comedy Drama Romance,2012,68263166,94.0,Moonrise Kingdom,7.6,1662,Wes Anderson,
16000000,Horror,2006,0,91.0,The Texas Chainsaw Massacre: The Beginning,5.9,402,Jonathan Liebesman,
18500000,Drama,2016,6490401,120.0,The Young Messiah,6.4,30,Cyrus Nowrasteh,
0,Comedy Family,2002,0,80.0,The Master of Disguise,3.7,78,Perry Andelin Blake,
19000000,Fantasy Drama War,2006,83258226,118.0,Pan's Labyrinth,7.6,3041,Guillermo del Toro,
0,Action Comedy Family,2001,0,94.0,See Spot Run,4.8,44,John Whitesell,
16000000,Crime Drama Romance,2001,29381649,130.0,Baby Boy,7.4,55,John Singleton,
16000000,Thriller Drama Horror,2011,40492759,91.0,The Roommate,5.3,224,Christian E. Christiansen,
17700000,Mystery Adventure Comedy Romance Drama,2001,30987695,91.0,Joe Dirt,5.5,242,Dennie Gordon,
15000000,Thriller Action Crime Drama,1991,30102717,110.0,Double Impact,5.3,215,Sheldon Lettich,
12000000,Crime Action Comedy,2007,80573774,121.0,Hot Fuzz,7.4,2199,Edgar Wright,
16000000,Comedy Drama Romance,2008,50007546,114.0,The Women,4.6,96,Diane English,
15000000,Drama Romance,2008,96408652,96.0,Vicky Cristina Barcelona,6.7,1020,Woody Allen,
25000000,Action Adventure Drama Romance,2007,0,139.0,Arn: The Knight Templar,6.4,76,Peter Flinth,
16000000,Comedy Drama Romance,2000,20627372,94.0,Boys and Girls,5.4,103,Robert Iscove,
0,Drama,2002,0,109.0,White Oleander,7.2,108,Peter Kosminsky,
16000000,Comedy Horror,2009,31556061,100.0,Jennifer's Body,5.3,837,Karyn Kusama,
16000000,Comedy Crime Mystery,2000,15427192,96.0,Drowning Mona,5.4,43,Nick Gomez,
16000000,Comedy Drama,1987,0,90.0,Radio Days,7.0,127,Woody Allen,
20000000,Drama Romance,2010,0,113.0,Remember Me,6.9,948,Allen Coulter,
0,Drama Comedy Romance,2003,0,99.0,How to Deal,5.7,42,Clare Kilner,
20000000,Comedy Science Fiction,1988,13854000,108.0,My Stepmother is an Alien,5.3,131,Richard Benjamin,
26000000,Drama,1993,206678440,125.0,Philadelphia,7.6,988,Jonathan Demme,
16000000,Thriller Science Fiction Mystery,1999,18564088,100.0,The Thirteenth Floor,6.8,378,Josef Rusnak,
16000000,Comedy Drama,2004,12,97.0,The Cookout,4.6,10,Lance Rivera,
0,Action Science Fiction Thriller,1979,0,107.0,Meteor,5.1,36,Ronald Neame,
0,Comedy Drama Music,2000,0,112.0,Duets,5.5,34,Bruce Paltrow,
16000000,Comedy Drama,2002,0,112.0,Hollywood Ending,6.4,113,Woody Allen,
6500000,Comedy Music,1999,4217115,95.0,Detroit Rock City,6.7,100,Adam Rifkin,
16000000,Adventure Action Fantasy,1986,5900000,116.0,Highlander,6.8,624,Russell Mulcahy,
16000000,Drama,2007,2849142,113.0,Things We Lost in the Fire,6.7,90,Susanne Bier,
16000000,Science Fiction Action Adventure,1997,1686429,97.0,Steel,4.3,48,Kenneth Johnson,
16000000,Drama Romance,2013,5867686,117.0,The Immigrant,6.2,250,James Gray,
0,Drama History Family Romance,2005,0,135.0,The White Countess,6.9,21,James Ivory,
20000000,Thriller Crime Drama Mystery,2013,24261569,101.0,Trance,6.5,956,Danny Boyle,
16000000,Romance Comedy,2004,14822346,86.0,Soul Plane,4.7,108,Jessy Terrero,
11000000,Comedy,2008,53191886,106.0,Welcome to the Sticks,6.8,615,Dany Boon,
0,Drama,2008,0,96.0,Good,6.3,29,Vicente Amorim,
13000000,Fantasy Drama,2009,754249,161.0,Enter the Void,7.2,387,Gaspar No\u00e9,
16000000,Comedy Romance Horror,2012,0,93.0,Vamps,4.8,91,Amy Heckerling,
16000000,Drama Family,2009,47801389,93.0,Hachi: A Dog's Tale,7.7,1717,Lasse Hallstr\u00f6m,
16000000,Crime Drama Thriller,2013,0,110.0,Zulu,6.7,172,J\u00e9r\u00f4me Salle,
16000000,Western Drama,2014,3442853,122.0,The Homesman,6.4,258,Tommy Lee Jones,
15600000,Comedy Drama,2002,0,91.0,Juwanna Mann,4.2,20,Jesse Vaughan,
0,War Drama,2002,0,115.0,Ararat,5.7,16,Atom Egoyan,
0,Action Adventure Drama,2001,0,99.0,Madison,5.3,3,William Bindley,
15500000,Mystery Crime Drama Thriller,2005,1237615,93.0,Slow Burn,5.5,16,Wayne Beach,
15300000,Drama Action Comedy,2001,0,94.0,Wasabi,6.2,283,G\u00e9rard Krawczyk,
15500000,Comedy Horror Science Fiction,2006,0,95.0,Slither,6.3,317,James Gunn,
15000000,Action Comedy Crime,1984,316360478,105.0,Beverly Hills Cop,6.8,961,Martin Brest,
18000000,Comedy Family,1990,476684675,103.0,Home Alone,7.1,2414,Chris Columbus,
0,Family Comedy Drama,1987,0,102.0,Three Men and a Baby,5.8,253,Leonard Nimoy,
21000000,Comedy Romance,1982,177200000,116.0,Tootsie,6.9,421,Sydney Pollack,
15000000,Action Romance War,1986,356830601,110.0,Top Gun,6.7,1698,Tony Scott,
17000000,Adventure Drama Action Romance,2000,213525736,120.0,"Crouching Tiger, Hidden Dragon",7.2,927,Ang Lee,
15000000,Drama,1999,356296601,122.0,American Beauty,7.9,3313,Sam Mendes,
15000000,Drama History,2010,414211549,118.0,The King's Speech,7.6,2752,Tom Hooper,
15000000,Comedy,1988,216614388,107.0,Twins,5.7,559,Ivan Reitman,
15000000,Drama Romance,2008,317000,102.0,The Yellow Handkerchief,6.4,52,Udayan Prasad,
15000000,Drama,1985,146292009,154.0,The Color Purple,7.7,338,Steven Spielberg,
16000000,Action Adventure Drama Thriller,2009,11301649,120.0,Tidal Wave,6.5,48,Yoon Je-kyoon,
14000000,History Drama Thriller War,2014,233555708,113.0,The Imitation Game,8.0,5723,Morten Tyldum,
0,Comedy,1980,0,109.0,Private Benjamin,6.0,102,Howard Zieff,
15000000,Drama Music,1980,67182787,125.0,Coal Miner's Daughter,7.2,67,Michael Apted,
15000000,Comedy Family,2010,75700498,92.0,Diary of a Wimpy Kid,5.9,355,Thor Freudenthal,
15000000,Horror,2013,146497771,100.0,Mama,6.0,1401,Andy Muschietti,
15000000,Comedy Adventure Romance,1983,61399552,98.0,National Lampoon's Vacation,7.1,410,Harold Ramis,
15000000,Comedy,2013,151831537,92.0,Bad Grandpa,6.0,680,Jeff Tremaine,
15000000,Drama,2006,123384128,103.0,The Queen,6.8,338,Stephen Frears,
15000000,Fantasy Comedy,1988,73326666,92.0,Beetlejuice,7.1,1444,Tim Burton,
15000000,Comedy Drama,2007,55184721,113.0,Why Did I Get Married?,6.1,33,Tyler Perry,
18000000,Drama Romance,1994,0,115.0,Little Women,7.0,215,Gillian Armstrong,
17000000,Drama Horror Thriller,2012,127730736,95.0,The Woman in Black,6.1,1206,James Watkins,
15000000,Horror Thriller,2006,66966987,87.0,When a Stranger Calls,5.4,268,Simon West,
15000000,Comedy Family,2002,52970014,88.0,Big Fat Liar,5.6,197,Shawn Levy,
15000000,Drama War,1978,50000000,183.0,The Deer Hunter,7.8,921,Michael Cimino,
15000000,Comedy Drama,1997,64256513,97.0,Wag the Dog,6.7,270,Barry Levinson,
17000000,Family Comedy,2003,55534455,94.0,The Lizzie McGuire Movie,5.7,280,Jim Fall,
35000000,Thriller Drama,2013,42930462,112.0,Snitch,5.8,1138,Ric Roman Waugh,
15000000,Horror Comedy Fantasy,2015,61548707,98.0,Krampus,5.9,584,Michael Dougherty,
15000000,Horror Mystery Science Fiction,1998,40283321,104.0,The Faculty,6.2,492,Robert Rodriguez,
0,Drama Music,1993,0,118.0,What's Love Got to Do with It,6.9,72,Brian Gibson,
15000000,Action Crime Drama,1997,44862187,104.0,Cop Land,6.6,382,James Mangold,
16000000,Comedy,2001,66468332,89.0,Not Another Teen Movie,5.5,431,Joel Gallen,
7000000,Crime Drama Thriller,2012,48126384,109.0,End of Watch,7.2,1170,David Ayer,
15000000,Crime Drama Thriller,2000,35007180,106.0,The Skulls,5.8,156,Rob Cohen,
15000000,Drama Romance,2014,123726688,123.0,The Theory of Everything,7.8,3311,James Marsh,
0,Comedy Crime,2003,0,86.0,Malibu's Most Wanted,4.7,77,John Whitesell,
15000000,Comedy Drama Romance,2000,33771174,120.0,Where the Heart Is,6.9,155,Matt Williams,
15000000,Adventure Drama History War,1962,69995385,216.0,Lawrence of Arabia,7.8,851,David Lean,
15000000,Horror,2009,39421467,105.0,Halloween II,5.1,267,Rob Zombie,
15000000,Drama,2014,52501541,115.0,Wild,7.0,951,Jean-Marc Vall\u00e9e,
15000000,Crime Thriller Horror Drama,2009,32721635,110.0,The Last House on the Left,6.2,440,Dennis Iliadis,
15000000,Comedy Romance,2005,47175038,88.0,The Wedding Date,6.2,230,Clare Kilner,
13000000,Horror Thriller,2002,37664855,94.0,Halloween: Resurrection,4.5,228,Rick Rosenthal,
16000000,Adventure Family Fantasy Comedy Romance,1987,30857814,98.0,The Princess Bride,7.6,1486,Rob Reiner,
15000000,Drama,2007,30226144,126.0,The Great Debaters,6.9,151,Denzel Washington,
15000000,Drama Action Thriller Crime,2011,78054825,100.0,Drive,7.4,3725,Nicolas Winding Refn,
15000000,Comedy,2004,29331068,89.0,Confessions of a Teenage Drama Queen,5.1,221,Sara Sugarman,
15000000,Comedy Drama Romance,1998,46905889,111.0,The Object of My Affection,5.6,72,Nicholas Hytner,
15000000,Horror Thriller Science Fiction,2007,64238440,100.0,28 Weeks Later,6.5,1197,Juan Carlos Fresnadillo,
15000000,Drama,2014,30127963,115.0,When the Game Stands Tall,6.3,130,Thomas Carter,
14000000,Comedy Drama Family,2005,32645546,106.0,Because of Winn-Dixie,6.1,61,Wayne Wang,
20000000,Action Comedy Drama Romance,2000,27728118,124.0,Love & Basketball,7.4,88,Gina Prince-Bythewood,
0,Action Comedy Thriller Romance,1997,28084357,107.0,Grosse Pointe Blank,6.9,275,George Armitage,
15000000,Comedy,2009,40105542,99.0,All About Steve,4.7,295,Phil Traill,
0,Mystery Thriller Horror,2000,0,90.0,Book of Shadows: Blair Witch 2,4.3,212,Joe Berlinger,
15000000,Drama Fantasy Horror Thriller,1996,24769466,101.0,The Craft,6.3,380,Andrew Fleming,
15000000,Drama Thriller Crime Romance,2005,85306374,124.0,Match Point,7.3,1105,Woody Allen,
0,Comedy Family,2010,0,103.0,Ramona and Beezus,6.1,245,Elizabeth Allen Rosenbaum,
11500000,Drama Romance,1993,23237911,134.0,The Remains of the Day,7.5,202,James Ivory,
15000000,Drama,1997,43101594,155.0,Boogie Nights,7.5,796,Paul Thomas Anderson,
0,Action Adventure Drama Thriller,1993,0,94.0,Nowhere to Run,5.5,119,Robert Harmon,
15000000,Drama,2006,21000000,95.0,Flicka,6.1,52,Michael Mayer,
15000000,Horror Thriller,2007,0,89.0,The Hills Have Eyes 2,5.2,351,Martin Weisz,
14000000,Horror,2000,38574362,97.0,Urban Legends: Final Cut,4.4,100,John Ottman,
0,Fantasy Drama Science Fiction Romance Family,2002,0,90.0,Tuck Everlasting,6.4,128,Jay Russell,
20000000,Action Adventure Drama Thriller,2006,22165608,92.0,The Marine,5.0,163,John Bonito,
15000000,Action Comedy,2016,20566327,94.0,Keanu,6.0,421,Peter Atencio,
15000000,Drama Romance,2010,20529194,117.0,Country Strong,5.9,80,Shana Feste,
15000000,Mystery Horror Science Fiction,1998,17507368,84.0,Disturbing Behavior,5.5,104,David Nutter,
15000000,Drama Crime,2013,35485608,140.0,The Place Beyond the Pines,6.8,1653,Derek Cianfrance,
15000000,Crime Action Thriller,2014,32556119,108.0,The November Man,6.0,639,Roger Donaldson,
15000000,Drama Mystery Thriller,1999,0,109.0,Eye of the Beholder,5.3,42,Stephan Elliott,
15000000,Drama Thriller War,2008,42000000,131.0,The Hurt Locker,7.2,1840,Kathryn Bigelow,
15000000,Fantasy Drama Horror Action Thriller,1984,17080167,114.0,Firestarter,5.9,173,Mark L. Lester,
15000000,Crime Thriller,2012,37930465,97.0,Killing Them Softly,5.8,742,Andrew Dominik,
15000000,Thriller,2014,31554855,121.0,A Most Wanted Man,6.5,541,Anton Corbijn,
0,Comedy,2001,0,87.0,Freddy Got Fingered,4.6,115,Tom Green,
0,Adventure Animation Comedy Science Fiction Family,2008,0,85.0,VeggieTales: The Pirates Who Don't Do Anything,5.9,25,Mike Nawrocki,
15000000,Music Documentary,2007,22730842,85.0,U2 3D,6.7,10,Mark Pellington,
25000000,Action Fantasy Science Fiction,2000,15843608,87.0,Highlander: Endgame,4.4,104,Douglas Aarniokoski,
0,Crime Drama Music,2006,0,121.0,Idlewild,5.1,17,Bryan Barber,
15000000,Drama Romance,2011,59389433,107.0,One Day,7.0,978,Lone Scherfig,
15000000,Drama,2009,16633035,111.0,Whip It,6.7,357,Drew Barrymore,
15000000,Crime Thriller,2001,12000000,92.0,Knockaround Guys,5.9,97,Brian Koppelman,
0,Action Comedy Thriller Crime,2003,0,97.0,Confidence,6.4,126,James Foley,
0,Fantasy Comedy,1999,0,97.0,The Muse,5.3,31,Albert Brooks,
20000000,Drama Music,2004,0,125.0,De-Lovely,6.3,32,Irwin Winkler,
15000000,Comedy Drama Romance,1989,0,124.0,New York Stories,6.2,64,Francis Ford Coppola,
0,Family,1998,0,76.0,Barney's Great Adventure,2.9,8,Steve Gomer,
15000000,Action,2012,15608545,96.0,The Man with the Iron Fists,5.2,358,RZA,
15000000,Drama Comedy Romance,1998,10443316,93.0,Home Fries,4.8,32,Dean Parisot,
0,Romance,2000,0,96.0,Here On Earth,5.4,48,Mark Piznarski,
15000000,Comedy Science Fiction,1985,0,132.0,Brazil,7.5,861,Terry Gilliam,
15000000,Music Drama Romance,2004,14867514,103.0,Raise Your Voice,6.0,211,Sean McNamara,
15000000,Comedy Crime,1998,46189568,117.0,The Big Lebowski,7.8,2926,Joel Coen,
15000000,Drama,2006,10903846,116.0,Black Snake Moan,6.6,243,Craig Brewer,
15000000,Action Crime Drama Thriller,2002,9237470,118.0,Dark Blue,6.5,85,Ron Shelton,
16000000,Drama Thriller,2007,18928871,100.0,A Mighty Heart,6.7,95,Michael Winterbottom,
15000000,Drama Comedy Romance,2000,9902115,94.0,Whatever It Takes,5.0,37,David Raynr,
20000000,Comedy,2002,8586376,94.0,Boat Trip,4.7,146,Mort Nathan,
0,Comedy Drama History Romance,2002,0,97.0,The Importance of Being Earnest,6.7,127,Oliver Parker,
0,Comedy Drama Fantasy Romance,1998,0,98.0,The Love Letter,4.7,3,Dan Curtis,
0,Drama Family,2006,0,91.0,Hoot,5.5,44,Wil Shriner,
15000000,Comedy Drama Crime,2008,34533783,107.0,In Bruges,7.4,1388,Martin McDonagh,
15,Comedy,2013,0,95.0,Peeples,5.6,26,Tina Gordon Chism,
15000000,Comedy Music,2008,8762890,102.0,The Rocker,5.6,156,Peter Cattaneo,
15000000,Comedy,2009,6405245,89.0,Post Grad,5.0,100,Vicky Jenson,
15000000,Drama,2012,8138788,106.0,Promised Land,6.0,243,Gus Van Sant,
15000000,Comedy Romance,2009,35097815,92.0,Whatever Works,6.8,350,Woody Allen,
15000000,Thriller,2000,5217498,105.0,The In Crowd,4.7,15,Mary Lambert,
15000000,Adventure Crime Drama Mystery Western,2005,12036149,121.0,The Three Burials of Melquiades Estrada,7.0,177,Tommy Lee Jones,
0,Comedy Drama History,1999,0,120.0,Jakob the Liar,6.0,90,Peter Kassovitz,
15000000,Action Comedy Crime Mystery,2005,15785148,103.0,Kiss Kiss Bang Bang,7.2,886,Shane Black,
25000000,Thriller Comedy Horror,1999,4152230,92.0,Idle Hands,6.1,182,Rodman Flender,
15000000,Thriller Drama Mystery,2001,20117339,147.0,Mulholland Drive,7.6,1477,David Lynch,
0,Drama Fantasy Horror Romance,2007,0,98.0,Blood and Chocolate,5.4,87,Katja von Garnier,
22000000,Comedy Drama Romance,2010,0,98.0,You Will Meet a Tall Dark Stranger,5.8,251,Woody Allen,
15000000,Drama Romance Science Fiction,2010,9455232,104.0,Never Let Me Go,6.8,737,Mark Romanek,
0,Drama,2007,0,276.0,The Company,7.0,12,Mikael Salomon,
15000000,Thriller Crime Mystery,2008,5926410,111.0,Transsiberian,6.5,195,Brad Anderson,
15000000,Adventure Drama,1986,0,98.0,The Clan of the Cave Bear,4.8,27,Michael Chapman,
0,Comedy Drama,1999,0,111.0,Crazy in Alabama,6.5,12,Antonio Banderas,
15000000,Horror Thriller Crime,2007,7938872,112.0,Funny Games,6.3,545,Michael Haneke,
0,Drama Thriller Science Fiction,2015,0,100.0,Listening,5.5,31,Khalil Sullins,
0,Drama,1999,0,116.0,Felicia's Journey,6.6,23,Atom Egoyan,
92620000,Drama Science Fiction,1927,650422,153.0,Metropolis,8.0,657,Fritz Lang,
12000000,Action Thriller Science Fiction,2004,9584131,84.0,District B13,6.5,565,Pierre Morel,
8000000,Drama Crime,1995,529766,116.0,Things to Do in Denver When You're Dead,6.7,85,Gary Fleder,
15000000,Action Drama History,2015,632542,105.0,The Assassin,6.6,157,Hou Hsiao-hsien,
15000000,Drama Comedy War Crime Thriller,2001,0,98.0,Buffalo Soldiers,6.5,93,Gregor Jordan,
0,Thriller Drama Mystery,2003,0,105.0,The Return,7.4,100,Andrey Zvyagintsev,
8500000,Adventure Action Thriller,2008,8936663,98.0,Ong Bak 2,6.0,152,Tony Jaa,
12000000,Adventure Action Drama,2010,6814789,97.0,Centurion,5.9,386,Neil Marshall,
15000000,Drama Action Thriller,1996,76382,93.0,Silent Trigger,5.0,22,Russell Mulcahy,
15000000,Mystery Drama Crime Thriller Horror,2008,3533227,98.0,The Midnight Meat Train,6.0,290,Ry\u00fbhei Kitamura,
15000000,Drama,2011,0,107.0,Winnie Mandela,5.2,5,Darrell James Roodt,
15000000,Drama Thriller Crime,2011,0,90.0,The Son of No One,4.8,92,Dito Montiel,
15000000,Action Comedy Drama History,2001,23000,99.0,All The Queen's Men,6.1,7,Stefan Ruzowitzky,
15000000,Comedy Drama Romance Fantasy Music,2007,20380,93.0,The Good Night,5.7,41,Jake Paltrow,
0,Drama Fantasy,2008,0,141.0,Bathory: Countess of Blood,5.6,31,Juraj Jakubisko,
7000000,Thriller Science Fiction,2014,0,110.0,Automata,5.6,670,Gabe Ib\u00e1\u00f1ez,
0,Action Adventure Fantasy,2005,0,105.0,Dungeons & Dragons: Wrath of the Dragon God,4.8,36,Gerry Lively,
15000000,Drama,2015,0,,Chiamatemi Francesco - Il Papa della gente,7.3,12,Daniele Luchetti,
15000000,Drama Action Thriller Crime,2009,0,119.0,Shinjuku Incident,6.7,65,Derek Yee Tung-Sing,
0,Drama Foreign,2001,0,124.0,Pandaemonium,4.5,2,Julien Temple,
14600000,Romance Fantasy Drama Comedy,1993,70906973,101.0,Groundhog Day,7.4,2301,Harold Ramis,
14800000,Comedy Drama Music,2015,122513057,115.0,Magic Mike XXL,6.3,706,Gregory Jacobs,
14500000,Drama Romance,1996,147298761,120.0,Romeo + Juliet,6.7,1374,Baz Luhrmann,
10000000,Drama War,2010,17511906,111.0,Sarah's Key,7.2,196,Gilles Paquet-Brenner,
14500000,Drama,2014,0,98.0,Freedom,5.8,9,Peter Cousens,
14000000,Western,1992,159157447,131.0,Unforgiven,7.7,1113,Clint Eastwood,
14200000,Drama,2005,674918,139.0,Manderlay,6.9,78,Lars von Trier,
15000000,Drama Romance,2008,377910544,120.0,Slumdog Millionaire,7.6,2827,Danny Boyle,
14000000,Drama Romance Thriller,1987,320145693,119.0,Fatal Attraction,6.6,291,Adrian Lyne,
14000000,Romance Comedy,1990,463000000,119.0,Pretty Woman,7.0,1746,Garry Marshall,
0,Adventure Comedy,1988,239606210,110.0,Crocodile Dundee II,5.5,303,John Cornell,
0,Thriller Mystery Drama Crime,2015,0,101.0,Broken Horses,5.0,10,Vidhu Vinod Chopra,
14000000,Drama War,1989,161001698,145.0,Born on the Fourth of July,6.7,395,Oliver Stone,
14000000,Comedy,1993,154864401,98.0,Cool Runnings,6.8,491,Jon Turteltaub,
15000000,Mystery Horror,2009,100734718,101.0,My Bloody Valentine,5.3,299,Patrick Lussier,
13000000,Drama Music,2007,75511123,114.0,Stomp the Yard,6.1,88,Sylvain White,
14000000,Adventure Action Thriller,1977,185438673,125.0,The Spy Who Loved Me,6.6,507,Lewis Gilbert,
14000000,Horror Thriller,1998,72527595,99.0,Urban Legend,5.6,290,Jamie Blanks,
0,Comedy Drama Romance,2012,0,111.0,Good Deeds,6.2,45,Tyler Perry,
